Title,Company,Location,Duration,Stipend,Apply By,Applicants,Skills Required,Perks,Number of Openings,Link
Marketing,HomeClass,Work From Home,4 Months,4000 /month +  Incentives,11 Apr' 22,Be an early applicant,"English Proficiency (Spoken) , ","Certificate , Flexible work hours , Job offer , ",6,https://internshala.com/internship/detail/marketing-work-from-home-job-internship-at-homeclass1648260153
Customer Service,SoupX,Work From Home,3 Months,2000 /month,11 Apr' 22,88 applicants,"English Proficiency (Spoken) , English Proficiency (Written) , Hindi Proficiency (Spoken) , MS-Excel , MS-Office , ","Certificate , Letter of recommendation , Flexible work hours , Job offer , ",10,https://internshala.com/internship/detail/customer-service-work-from-home-job-internship-at-soupx1647724980
Human Resources (HR),Square Select Estates,Hyderabad,6 Months,7000 /month,11 Apr' 22,Be an early applicant,,"Certificate , Letter of recommendation , Flexible work hours , 5 days a week , Job offer , ",1,https://internshala.com/internship/detail/human-resources-hr-part-time-job-internship-at-hyderabad-in-square-select-estates1648410158
Web Development,Square Select Estates,Hyderabad,6 Months,10000-20000 /month,11 Apr' 22,33 applicants,".NET , Amazon Web Services (AWS) , CSS , English Proficiency (Written) , HTML , JavaScript , React Native , WordPress , ","Certificate , Letter of recommendation , Flexible work hours , Informal dress code , 5 days a week , Job offer , ",1,https://internshala.com/internship/detail/web-development-part-time-job-internship-at-hyderabad-in-square-select-estates1648409724
Digital Marketing,Viestories,Jaipur,6 Months,5000-10000 /month,11 Apr' 22,Be an early applicant,"Digital Marketing , Facebook Marketing , Instagram Marketing , Search Engine Marketing (SEM) , Search Engine Optimization (SEO) , Social Media Marketing , ","Certificate , Letter of recommendation , Flexible work hours , Informal dress code , Job offer , ",3,https://internshala.com/internship/detail/digital-marketing-part-time-job-internship-at-jaipur-in-viestories1648371365
Social Media Marketing,Wyzr,Work From Home,3 Months,5000 /month +  Incentives,11 Apr' 22,134 applicants,"Creative Writing , Social Media Marketing , ","Certificate , Letter of recommendation , Flexible work hours , 5 days a week , Job offer , ",2,https://internshala.com/internship/detail/social-media-marketing-work-from-home-job-internship-at-wyzr1648279992
Business Development (Sales),Jeepkart,Thane,3 Months,7000 /month,11 Apr' 22,Be an early applicant,"English Proficiency (Spoken) , English Proficiency (Written) , MS-Office , ","Certificate , Letter of recommendation , Flexible work hours , 5 days a week , Job offer , ",2,https://internshala.com/internship/detail/business-development-sales-part-time-job-internship-at-thane-mumbai-in-jeepkart1648408500
Business Development (Sales),Spider Innovative Technologies,Mumbai,1 Month,5000 /month +  Incentives,11 Apr' 22,Be an early applicant,"Digital Marketing , English Proficiency (Spoken) , English Proficiency (Written) , Hindi Proficiency (Spoken) , Marathi Proficiency(Spoken) , Social Media Marketing , ","Certificate , Letter of recommendation , Flexible work hours , Job offer , ",1,https://internshala.com/internship/detail/business-development-sales-part-time-job-internship-at-mumbai-in-spider-innovative-technologies1648360195
Content Creation,Edten,Jaipur,3 Months,2500-5500 /month,13 Apr' 22,123 applicants,"Creative Writing , English Proficiency (Spoken) , English Proficiency (Written) , Photography , Social Media Marketing , ","Certificate , Letter of recommendation , Flexible work hours , Job offer , ",4,https://internshala.com/internship/detail/content-creation-part-time-job-internship-at-jaipur-in-edten1648359459
Business Development (Sales),Spider Innovative Technologies,Bangalore,1 Month,5000 /month +  Incentives,10 Apr' 22,Be an early applicant,"Digital Marketing , English Proficiency (Spoken) , English Proficiency (Written) , Hindi Proficiency (Spoken) , Marathi Proficiency(Spoken) , Social Media Marketing , ","Certificate , Letter of recommendation , Flexible work hours , Job offer , ",1,https://internshala.com/internship/detail/business-development-sales-part-time-job-internship-at-bangalore-in-spider-innovative-technologies1648360106
Web Development,Esskay International,Mumbai,2 Months,10000 /month,10 Apr' 22,166 applicants,"HTML , WordPress , ","Certificate , Letter of recommendation , Flexible work hours , 5 days a week , Job offer , ",1,https://internshala.com/internship/detail/web-development-part-time-job-internship-at-mumbai-in-esskay-international1648352946
Graphic Design,Rajasv Souk Private Limited,Kolkata,6 Months,6000 /month,11 Apr' 22,Be an early applicant,"Adobe Creative Suite , Adobe Illustrator , Adobe Indesign , Adobe Photoshop , Adobe Premiere Pro , CorelDRAW , Social Media Marketing , UI & UX Design , Video Editing , Video Making , ","Certificate , Informal dress code , Free snacks & beverages , Job offer , ",2,https://internshala.com/internship/detail/graphic-design-part-time-job-internship-at-kolkata-in-rajasv-souk-private-limited1648389346
Operations,Rajasv Souk Private Limited,Kolkata,6 Months,6000 /month,11 Apr' 22,30 applicants,"Accounting , Data Analytics , English Proficiency (Spoken) , English Proficiency (Written) , MS-Excel , MS-Office , MS-PowerPoint , MS-Word , ","Certificate , Letter of recommendation , Informal dress code , Free snacks & beverages , Job offer , ",2,https://internshala.com/internship/detail/operations-part-time-job-internship-at-kolkata-in-rajasv-souk-private-limited1648389261
Human Resources (HR),AnsrCoach,Work From Home,3 Months,1000 /month,10 Apr' 22,33 applicants,"Enterprise Resource Planning(ERP) , ","Certificate , Letter of recommendation , Job offer , ",1,https://internshala.com/internship/detail/human-resources-hr-work-from-home-job-internship-at-ansrcoach1648288009
Web Development,Dr. Patkar's Healthcare India,Pune,6 Months,5000-10000 /month,10 Apr' 22,144 applicants,"Bootstrap , CSS , HTML , JavaScript , jQuery , MySQL , Node.js , PHP , ReactJS , WordPress , ","Certificate , Letter of recommendation , Flexible work hours , Job offer , ",5,https://internshala.com/internship/detail/web-development-part-time-job-internship-at-multiple-locations-in-dr-patkars-healthcare-india1648286049
Graphic Design,Nude & Not,Delhi,3 Months,3000-5000 /month,10 Apr' 22,Be an early applicant,"Adobe After Effects , Adobe Creative Suite , Adobe Illustrator , Adobe Photoshop , CLO3D , ","Certificate , Letter of recommendation , Flexible work hours , Informal dress code , 5 days a week , Job offer , ",1,https://internshala.com/internship/detail/graphic-design-part-time-job-internship-at-multiple-locations-in-nude-not1647972875
Marketing,Well Played,Nagpur,3 Months,5000 /month,10 Apr' 22,Be an early applicant,"Digital Marketing , Hindi Proficiency (Spoken) , Social Media Marketing , ","Certificate , Letter of recommendation , Informal dress code , Job offer , ",3,https://internshala.com/internship/detail/marketing-part-time-job-internship-at-nagpur-in-well-played1648288211
Graphic Design,Shiv Shakti Enterprises,Work From Home,2 Months,2000-4000 /month,10 Apr' 22,73 applicants,"Figma , User Interface (UI) Development , ","Certificate , Letter of recommendation , Flexible work hours , 5 days a week , Job offer , ",5,https://internshala.com/internship/detail/graphic-design-work-from-home-job-internship-at-shiv-shakti-enterprises1648282906
Operations,Canvasist,Mumbai,4 Months,6000-10000 /month,10 Apr' 22,42 applicants,"English Proficiency (Written) , MS-Excel , ","Certificate , Letter of recommendation , Flexible work hours , Job offer , ",1,https://internshala.com/internship/detail/operations-part-time-job-internship-at-mumbai-in-canvasist1648288754
Digital Marketing,Difam (Stallion),Hyderabad,2 Months,3000-8000 /month,10 Apr' 22,Be an early applicant,,"Certificate , Letter of recommendation , Flexible work hours , Informal dress code , 5 days a week , Free snacks & beverages , Job offer , ",4,https://internshala.com/internship/detail/digital-marketing-part-time-job-internship-at-hyderabad-in-difam-stallion1648286372
Backend Development,Helpen.In Enterprises Private Limited,Work From Home,6 Months,8000-10000 /month,10 Apr' 22,62 applicants,"JavaScript , Node.js , REST API , SQL , TypeScript , ","Certificate , Letter of recommendation , Flexible work hours , Job offer , ",1,https://internshala.com/internship/detail/backend-development-work-from-home-job-internship-at-helpenin-enterprises-private-limited1648281071
Journalism,NewsGram,Noida,3 Months,5000 /month,12 Apr' 22,31 applicants,"English Proficiency (Spoken) , English Proficiency (Written) , Search Engine Optimization (SEO) , ","Certificate , Free snacks & beverages , Job offer , ",2,https://internshala.com/internship/detail/journalism-part-time-job-internship-at-noida-in-newsgram1647561726
Content Writing,WrittenlyHub,Work From Home,4 Months,10000-12000 /month,27 Apr' 22,314 applicants,"Blogging , Digital Marketing , English Proficiency (Written) , ","Certificate , Letter of recommendation , Flexible work hours , Job offer , ",5,https://internshala.com/internship/detail/content-writing-work-from-home-job-internship-at-writtenlyhub1648004960
Data Science,Sourabh Gupta,Work From Home,5 Months,10000 /month,26 Apr' 22,280 applicants,"Artifical Intelligence , Data Science , Deep Learning , Machine Learning , Natural Language Processing (NLP) , Neural Networks , Python , Statistical Modeling , ","Certificate , Letter of recommendation , Flexible work hours , 5 days a week , Job offer , ",5,https://internshala.com/internship/detail/data-science-work-from-home-job-internship-at-sourabh-gupta1647944778
Videography,C-Quel Management Services Private Limited,Kolkata,6 Months,8000-10000 /month,26 Apr' 22,28 applicants,"Photography , Video Making , ","Certificate , Letter of recommendation , Flexible work hours , Job offer , ",3,https://internshala.com/internship/detail/videography-part-time-job-internship-at-kolkata-in-c-quel-management-services-private-limited1647946079
Outreach Management,Ulead,Work From Home,1 Month,2000 /month,26 Apr' 22,515 applicants,"English Proficiency (Spoken) , English Proficiency (Written) , MS-Excel , ","Certificate , Letter of recommendation , Flexible work hours , Job offer , ",15,https://internshala.com/internship/detail/outreach-management-work-from-home-job-internship-at-ulead1647941303
Hindi Content Writing,C-Quel Management Services Private Limited,Work From Home,6 Months,11000 /month,26 Apr' 22,258 applicants,"Hindi Proficiency (Written) , ","Certificate , Flexible work hours , Job offer , ",3,https://internshala.com/internship/detail/hindi-content-writing-work-from-home-job-internship-at-c-quel-management-services-private-limited1647945352
Business Development (Sales),Fugo Foods,Delhi,2 Months,8000 /month +  Incentives,27 Apr' 22,34 applicants,"Digital Marketing , English Proficiency (Spoken) , English Proficiency (Written) , MS-Excel , ","Certificate , Job offer , ",2,https://internshala.com/internship/detail/business-development-sales-part-time-job-internship-at-delhi-in-fugo-foods1647842652
Personal Assistance,MeetUniversity,Work From Home,6 Months,5000 /month,15 Apr' 22,Be an early applicant,,"Certificate , Letter of recommendation , Job offer , ",1,https://internshala.com/internship/detail/personal-assistance-work-from-home-job-internship-at-meetuniversity1647849109
Business Development (Sales),Dhruvon Technology,Work From Home,2 Months,1000 /month +  Incentives,23 Apr' 22,298 applicants,"Email Marketing , English Proficiency (Written) , MS-Excel , MS-Word , Social Media Marketing , ","Certificate , Flexible work hours , Job offer , ",20,https://internshala.com/internship/detail/business-development-sales-work-from-home-job-internship-at-dhruvon-technology1647428886
Content Writing,Inkshed Content Solutions,Work From Home,3 Months,6000-8000 /month,10 Apr' 22,300 applicants,"American English , Blogging , British English , English Proficiency (Spoken) , English Proficiency (Written) , Search Engine Optimization (SEO) , ","Certificate , Letter of recommendation , Flexible work hours , Job offer , ",6,https://internshala.com/internship/detail/content-writing-work-from-home-job-internship-at-inkshed-content-solutions1647372712
Graphic Design,Vivek Tiwari,Thane,3 Months,5000-10000 /month,17 Apr' 22,39 applicants,"Adobe Illustrator , Adobe Photoshop , Adobe Photoshop Lightroom CC , CorelDRAW , UI & UX Design , ","Certificate , Letter of recommendation , Flexible work hours , Informal dress code , 5 days a week , Job offer , ",3,https://internshala.com/internship/detail/graphic-design-part-time-job-internship-at-multiple-locations-in-vivek-tiwari1647408059
